4.01996E-06	0.00029
3.93882E-06	0.00045
3.85773E-06	0.00062
3.7799E-06	0.00079
3.70808E-06	0.00096
3.63612E-06	0.00113
3.5669E-06	0.0013
3.50287E-06	0.00146
3.44112E-06	0.00162
3.37905E-06	0.00179
3.32155E-06	0.00411
3.27509E-06	0.00964
3.25964E-06	0.01342
3.23662E-06	0.0281
3.23109E-06	0.02592
3.21478E-06	0.04523
3.21441E-06	0.05297
3.2078E-06	0.05596
3.20123E-06	0.07998
3.2007E-06	0.07189
3.19033E-06	0.10591
3.18166E-06	0.1329
3.17519E-06	0.15989
3.1666E-06	0.1858
3.16233E-06	0.21279
3.15381E-06	0.25272
3.14957E-06	0.27971
3.14112E-06	0.33259
3.13692E-06	0.35957
3.13481E-06	0.38654
3.13063E-06	0.41353
3.12228E-06	0.48798
3.12019E-06	0.51496
3.11916E-06	0.45456
3.11605E-06	0.54194
3.11397E-06	0.56891
3.1119E-06	0.59589
3.10366E-06	0.6876
3.1016E-06	0.71458
3.09955E-06	0.74155
3.09341E-06	0.80198
3.09136E-06	0.82895
3.08729E-06	0.85593
3.08525E-06	0.88291
3.0812E-06	0.90989
3.07917E-06	0.93686
3.07311E-06	0.97032
3.06506E-06	0.993
3.05109E-06	0.93049
3.04911E-06	0.90353
3.04514E-06	0.87657
3.04316E-06	0.84961
3.03922E-06	0.82266
3.0326E-06	0.79389
3.02949E-06	0.74596
3.02638E-06	0.70658
3.02547E-06	0.65011
3.02352E-06	0.62315
3.01962E-06	0.5962
3.01768E-06	0.56924
3.01573E-06	0.54228
3.0138E-06	0.51532
3.00992E-06	0.48836
3.00481E-06	0.43782
2.99453E-06	0.37192
2.9888E-06	0.34497
2.98498E-06	0.31802
2.97929E-06	0.29107
2.97361E-06	0.2652
2.96608E-06	0.23826
2.96045E-06	0.21131
2.95113E-06	0.17467
2.94186E-06	0.14774
2.93449E-06	0.12188
2.9235E-06	0.09603
2.90717E-06	0.0702
2.88568E-06	0.04763
2.85577E-06	0.02833
2.81797E-06	0.01553
2.78944E-06	0.00918
2.74852E-06	0.00719
2.71035E-06	0.0052
2.6717E-06	0.00537
2.63562E-06	0.00553
2.59906E-06	0.00462
2.5635E-06	0.00479
2.53027E-06	0.00495
2.49655E-06	0.00512
